Périmètre;Nature;Date;Heures;Consommation
Occitanie;Données définitives;06/01/2020;04:00;5028
Occitanie;Données définitives;06/01/2020;04:30;4988
Occitanie;Données définitives;06/01/2020;05:00;4942
Occitanie;Données définitives;06/01/2020;05:30;5131
Occitanie;Données définitives;06/01/2020;06:00;5278
Occitanie;Données définitives;06/01/2020;06:30;5554
Occitanie;Données définitives;06/01/2020;07:00;5858
Occitanie;Données définitives;06/01/2020;07:30;6143
Occitanie;Données définitives;06/01/2020;08:00;6240
Occitanie;Données définitives;06/01/2020;08:30;6246
Occitanie;Données définitives;06/01/2020;09:00;6304
Occitanie;Données définitives;06/01/2020;09:30;6301
Occitanie;Données définitives;06/01/2020;10:00;6237
Occitanie;Données définitives;06/01/2020;10:30;6264
Occitanie;Données définitives;06/01/2020;11:00;6191
Occitanie;Données définitives;06/01/2020;11:30;6078
Occitanie;Données définitives;06/01/2020;12:00;6051
Occitanie;Données définitives;06/01/2020;12:30;6029
Occitanie;Données définitives;06/01/2020;13:00;6005
Occitanie;Données définitives;06/01/2020;13:30;5856
Occitanie;Données définitives;06/01/2020;14:00;5736
Occitanie;Données définitives;06/01/2020;14:30;5550
Occitanie;Données définitives;06/01/2020;15:00;5411
Occitanie;Données définitives;06/01/2020;15:30;5296
Occitanie;Données définitives;06/01/2020;16:00;5204
Occitanie;Données définitives;06/01/2020;16:30;5185
Occitanie;Données définitives;06/01/2020;17:00;5191
Occitanie;Données définitives;06/01/2020;17:30;5349
Occitanie;Données définitives;06/01/2020;18:00;5744
Occitanie;Données définitives;06/01/2020;18:30;6063
Occitanie;Données définitives;06/01/2020;19:00;6264
Occitanie;Données définitives;06/01/2020;19:30;6356
Occitanie;Données définitives;06/01/2020;20:00;6175
Occitanie;Données définitives;06/01/2020;20:30;5947
Occitanie;Données définitives;06/01/2020;21:00;5790
Occitanie;Données définitives;06/01/2020;21:30;5659
Occitanie;Données définitives;06/01/2020;22:00;5445
Occitanie;Données définitives;06/01/2020;22:30;5495
Occitanie;Données définitives;06/01/2020;23:00;5928
Occitanie;Données définitives;06/01/2020;23:30;5669
Occitanie;Données définitives;07/01/2020;00:00;5806
Occitanie;Données définitives;07/01/2020;00:30;5563
Occitanie;Données définitives;07/01/2020;01:00;5247
Occitanie;Données définitives;07/01/2020;01:30;5194
Occitanie;Données définitives;07/01/2020;02:00;5146
Occitanie;Données définitives;07/01/2020;02:30;5134
Occitanie;Données définitives;07/01/2020;03:00;5061
Occitanie;Données définitives;07/01/2020;03:30;4968
Occitanie;Données définitives;07/01/2020;04:00;4883
Occitanie;Données définitives;07/01/2020;04:30;4796
Occitanie;Données définitives;07/01/2020;05:00;4786
Occitanie;Données définitives;07/01/2020;05:30;4921
Occitanie;Données définitives;07/01/2020;06:00;5053
Occitanie;Données définitives;07/01/2020;06:30;5384
Occitanie;Données définitives;07/01/2020;07:00;5666
Occitanie;Données définitives;07/01/2020;07:30;5934
Occitanie;Données définitives;07/01/2020;08:00;6035
Occitanie;Données définitives;07/01/2020;08:30;6039
Occitanie;Données définitives;07/01/2020;09:00;5983
Occitanie;Données définitives;07/01/2020;09:30;6010
Occitanie;Données définitives;07/01/2020;10:00;5988
Occitanie;Données définitives;07/01/2020;10:30;5937
Occitanie;Données définitives;07/01/2020;11:00;5877
Occitanie;Données définitives;07/01/2020;11:30;5843
Occitanie;Données définitives;07/01/2020;12:00;5859
Occitanie;Données définitives;07/01/2020;12:30;5843
Occitanie;Données définitives;07/01/2020;13:00;5889
Occitanie;Données définitives;07/01/2020;13:30;5729
Occitanie;Données définitives;07/01/2020;14:00;5635
Occitanie;Données définitives;07/01/2020;14:30;5481
Occitanie;Données définitives;07/01/2020;15:00;5373
Occitanie;Données définitives;07/01/2020;15:30;5297
Occitanie;Données définitives;07/01/2020;16:00;5211
Occitanie;Données définitives;07/01/2020;16:30;5167
Occitanie;Données définitives;07/01/2020;17:00;5183
Occitanie;Données définitives;07/01/2020;17:30;5352
Occitanie;Données définitives;07/01/2020;18:00;5666
Occitanie;Données définitives;07/01/2020;18:30;6016
Occitanie;Données définitives;07/01/2020;19:00;6189
Occitanie;Données définitives;07/01/2020;19:30;6178
Occitanie;Données définitives;07/01/2020;20:00;6035
Occitanie;Données définitives;07/01/2020;20:30;5820
Occitanie;Données définitives;07/01/2020;21:00;5628
Occitanie;Données définitives;07/01/2020;21:30;5485
Occitanie;Données définitives;07/01/2020;22:00;5303
Occitanie;Données définitives;07/01/2020;22:30;5290
Occitanie;Données définitives;07/01/2020;23:00;5732
Occitanie;Données définitives;07/01/2020;23:30;5568
Occitanie;Données définitives;08/01/2020;00:00;5655
Occitanie;Données définitives;08/01/2020;00:30;5404
Occitanie;Données définitives;08/01/2020;01:00;5123
Occitanie;Données définitives;08/01/2020;01:30;5048
Occitanie;Données définitives;08/01/2020;02:00;4998
Occitanie;Données définitives;08/01/2020;02:30;4935
Occitanie;Données définitives;08/01/2020;03:00;4860
Occitanie;Données définitives;08/01/2020;03:30;4777
Occitanie;Données définitives;08/01/2020;04:00;4710
Occitanie;Données définitives;08/01/2020;04:30;4634
Occitanie;Données définitives;08/01/2020;05:00;4632
Occitanie;Données définitives;08/01/2020;05:30;4764
Occitanie;Données définitives;08/01/2020;06:00;4902
Occitanie;Données définitives;08/01/2020;06:30;5257
Occitanie;Données définitives;08/01/2020;07:00;5529
Occitanie;Données définitives;08/01/2020;07:30;5871
Occitanie;Données définitives;08/01/2020;08:00;5900
Occitanie;Données définitives;08/01/2020;08:30;5981
Occitanie;Données définitives;08/01/2020;09:00;5992
Occitanie;Données définitives;08/01/2020;09:30;5991
Occitanie;Données définitives;08/01/2020;10:00;5975
Occitanie;Données définitives;08/01/2020;10:30;5891
Occitanie;Données définitives;08/01/2020;11:00;5811
Occitanie;Données définitives;08/01/2020;11:30;5753
Occitanie;Données définitives;08/01/2020;12:00;5707
Occitanie;Données définitives;08/01/2020;12:30;5717
Occitanie;Données définitives;08/01/2020;13:00;5727
Occitanie;Données définitives;08/01/2020;13:30;5556
Occitanie;Données définitives;08/01/2020;14:00;5457
Occitanie;Données définitives;08/01/2020;14:30;5241
Occitanie;Données définitives;08/01/2020;15:00;5077
Occitanie;Données définitives;08/01/2020;15:30;4941
Occitanie;Données définitives;08/01/2020;16:00;4879
Occitanie;Données définitives;08/01/2020;16:30;4760
Occitanie;Données définitives;08/01/2020;17:00;4782
Occitanie;Données définitives;08/01/2020;17:30;4940
Occitanie;Données définitives;08/01/2020;18:00;5358
Occitanie;Données définitives;08/01/2020;18:30;5601
Occitanie;Données définitives;08/01/2020;19:00;5813
Occitanie;Données définitives;08/01/2020;19:30;5847
Occitanie;Données définitives;08/01/2020;20:00;5751
Occitanie;Données définitives;08/01/2020;20:30;5568
Occitanie;Données définitives;08/01/2020;21:00;5406
Occitanie;Données définitives;08/01/2020;21:30;5268
Occitanie;Données définitives;08/01/2020;22:00;5075
Occitanie;Données définitives;08/01/2020;22:30;5136
Occitanie;Données définitives;08/01/2020;23:00;5528
Occitanie;Données définitives;08/01/2020;23:30;5401
Occitanie;Données définitives;09/01/2020;00:00;5534
Occitanie;Données définitives;09/01/2020;00:30;5303
Occitanie;Données définitives;09/01/2020;01:00;5008
Occitanie;Données définitives;09/01/2020;01:30;4942
Occitanie;Données définitives;09/01/2020;02:00;4886
Occitanie;Données définitives;09/01/2020;02:30;4909
Occitanie;Données définitives;09/01/2020;03:00;4829
Occitanie;Données définitives;09/01/2020;03:30;4739
Occitanie;Données définitives;09/01/2020;04:00;4674
Occitanie;Données définitives;09/01/2020;04:30;4617
Occitanie;Données définitives;09/01/2020;05:00;4618
Occitanie;Données définitives;09/01/2020;05:30;4746
Occitanie;Données définitives;09/01/2020;06:00;4915
Occitanie;Données définitives;09/01/2020;06:30;5271
Occitanie;Données définitives;09/01/2020;07:00;5553
Occitanie;Données définitives;09/01/2020;07:30;5870
Occitanie;Données définitives;09/01/2020;08:00;5975
Occitanie;Données définitives;09/01/2020;08:30;5945
Occitanie;Données définitives;09/01/2020;09:00;5947
Occitanie;Données définitives;09/01/2020;09:30;5888
Occitanie;Données définitives;09/01/2020;10:00;5818
Occitanie;Données définitives;09/01/2020;10:30;5723
Occitanie;Données définitives;09/01/2020;11:00;5601
Occitanie;Données définitives;09/01/2020;11:30;5572
Occitanie;Données définitives;09/01/2020;12:00;5550
Occitanie;Données définitives;09/01/2020;12:30;5476
Occitanie;Données définitives;09/01/2020;13:00;5475
Occitanie;Données définitives;09/01/2020;13:30;5342
Occitanie;Données définitives;09/01/2020;14:00;5267
Occitanie;Données définitives;09/01/2020;14:30;5056
Occitanie;Données définitives;09/01/2020;15:00;4924
Occitanie;Données définitives;09/01/2020;15:30;4864
Occitanie;Données définitives;09/01/2020;16:00;4794
Occitanie;Données définitives;09/01/2020;16:30;4789
Occitanie;Données définitives;09/01/2020;17:00;4824
Occitanie;Données définitives;09/01/2020;17:30;4982
Occitanie;Données définitives;09/01/2020;18:00;5408
Occitanie;Données définitives;09/01/2020;18:30;5693
Occitanie;Données définitives;09/01/2020;19:00;5848
Occitanie;Données définitives;09/01/2020;19:30;5840
Occitanie;Données définitives;09/01/2020;20:00;5662
Occitanie;Données définitives;09/01/2020;20:30;5484
Occitanie;Données définitives;09/01/2020;21:00;5311
Occitanie;Données définitives;09/01/2020;21:30;5176
Occitanie;Données définitives;09/01/2020;22:00;4994
Occitanie;Données définitives;09/01/2020;22:30;5027
Occitanie;Données définitives;09/01/2020;23:00;5418
Occitanie;Données définitives;09/01/2020;23:30;5189
Occitanie;Données définitives;10/01/2020;00:00;5315
Occitanie;Données définitives;10/01/2020;00:30;5098
Occitanie;Données définitives;10/01/2020;01:00;4826
Occitanie;Données définitives;10/01/2020;01:30;4737
Occitanie;Données définitives;10/01/2020;02:00;4699
Occitanie;Données définitives;10/01/2020;02:30;4661
Occitanie;Données définitives;10/01/2020;03:00;4566
Occitanie;Données définitives;10/01/2020;03:30;4458
Occitanie;Données définitives;10/01/2020;04:00;4400
Occitanie;Données définitives;10/01/2020;04:30;4328
Occitanie;Données définitives;10/01/2020;05:00;4329
Occitanie;Données définitives;10/01/2020;05:30;4450
Occitanie;Données définitives;10/01/2020;06:00;4597
Occitanie;Données définitives;10/01/2020;06:30;4893
Occitanie;Données définitives;10/01/2020;07:00;5161
Occitanie;Données définitives;10/01/2020;07:30;5456
Occitanie;Données définitives;10/01/2020;08:00;5522
Occitanie;Données définitives;10/01/2020;08:30;5560
Occitanie;Données définitives;10/01/2020;09:00;5575
Occitanie;Données définitives;10/01/2020;09:30;5659
Occitanie;Données définitives;10/01/2020;10:00;5673
Occitanie;Données définitives;10/01/2020;10:30;5696
Occitanie;Données définitives;10/01/2020;11:00;5572
Occitanie;Données définitives;10/01/2020;11:30;5526
Occitanie;Données définitives;10/01/2020;12:00;5540
Occitanie;Données définitives;10/01/2020;12:30;5590
Occitanie;Données définitives;10/01/2020;13:00;5636
Occitanie;Données définitives;10/01/2020;13:30;5506
Occitanie;Données définitives;10/01/2020;14:00;5427
Occitanie;Données définitives;10/01/2020;14:30;5282
Occitanie;Données définitives;10/01/2020;15:00;5166
Occitanie;Données définitives;10/01/2020;15:30;5103
Occitanie;Données définitives;10/01/2020;16:00;5000
Occitanie;Données définitives;10/01/2020;16:30;4930
Occitanie;Données définitives;10/01/2020;17:00;4970
Occitanie;Données définitives;10/01/2020;17:30;5109
Occitanie;Données définitives;10/01/2020;18:00;5440
Occitanie;Données définitives;10/01/2020;18:30;5605
Occitanie;Données définitives;10/01/2020;19:00;5754
Occitanie;Données définitives;10/01/2020;19:30;5749
Occitanie;Données définitives;10/01/2020;20:00;5667
Occitanie;Données définitives;10/01/2020;20:30;5552
Occitanie;Données définitives;10/01/2020;21:00;5430
Occitanie;Données définitives;10/01/2020;21:30;5369
Occitanie;Données définitives;10/01/2020;22:00;5216
Occitanie;Données définitives;10/01/2020;22:30;5245
Occitanie;Données définitives;10/01/2020;23:00;5676
Occitanie;Données définitives;10/01/2020;23:30;5527
Occitanie;Données définitives;11/01/2020;00:00;5608
Occitanie;Données définitives;11/01/2020;00:30;5420
Occitanie;Données définitives;11/01/2020;01:00;5191
Occitanie;Données définitives;11/01/2020;01:30;5106
Occitanie;Données définitives;11/01/2020;02:00;5021
Occitanie;Données définitives;11/01/2020;02:30;4958
Occitanie;Données définitives;11/01/2020;03:00;4927
Occitanie;Données définitives;11/01/2020;03:30;4840
Occitanie;Données définitives;11/01/2020;04:00;4767
Occitanie;Données définitives;11/01/2020;04:30;4625
Occitanie;Données définitives;11/01/2020;05:00;4632
Occitanie;Données définitives;11/01/2020;05:30;4735
Occitanie;Données définitives;11/01/2020;06:00;4803
Occitanie;Données définitives;11/01/2020;06:30;4915
Occitanie;Données définitives;11/01/2020;07:00;4978
Occitanie;Données définitives;11/01/2020;07:30;5094
Occitanie;Données définitives;11/01/2020;08:00;5200
Occitanie;Données définitives;11/01/2020;08:30;5278
Occitanie;Données définitives;11/01/2020;09:00;5441
Occitanie;Données définitives;11/01/2020;09:30;5556
Occitanie;Données définitives;11/01/2020;10:00;5535
Occitanie;Données définitives;11/01/2020;10:30;5471
Occitanie;Données définitives;11/01/2020;11:00;5382
Occitanie;Données définitives;11/01/2020;11:30;5313
Occitanie;Données définitives;11/01/2020;12:00;5334
Occitanie;Données définitives;11/01/2020;12:30;5396
Occitanie;Données définitives;11/01/2020;13:00;5453
Occitanie;Données définitives;11/01/2020;13:30;5283
Occitanie;Données définitives;11/01/2020;14:00;5150
Occitanie;Données définitives;11/01/2020;14:30;4942
Occitanie;Données définitives;11/01/2020;15:00;4765
Occitanie;Données définitives;11/01/2020;15:30;4740
Occitanie;Données définitives;11/01/2020;16:00;4591
Occitanie;Données définitives;11/01/2020;16:30;4544
Occitanie;Données définitives;11/01/2020;17:00;4582
Occitanie;Données définitives;11/01/2020;17:30;4842
Occitanie;Données définitives;11/01/2020;18:00;5255
Occitanie;Données définitives;11/01/2020;18:30;5638
Occitanie;Données définitives;11/01/2020;19:00;5841
Occitanie;Données définitives;11/01/2020;19:30;5871
Occitanie;Données définitives;11/01/2020;20:00;5775
Occitanie;Données définitives;11/01/2020;20:30;5707
Occitanie;Données définitives;11/01/2020;21:00;5573
Occitanie;Données définitives;11/01/2020;21:30;5513
Occitanie;Données définitives;11/01/2020;22:00;5385
Occitanie;Données définitives;11/01/2020;22:30;5478
Occitanie;Données définitives;11/01/2020;23:00;5935
Occitanie;Données définitives;11/01/2020;23:30;5776
Occitanie;Données définitives;12/01/2020;00:00;5938
Occitanie;Données définitives;12/01/2020;00:30;5723
Occitanie;Données définitives;12/01/2020;01:00;5472
Occitanie;Données définitives;12/01/2020;01:30;5439
Occitanie;Données définitives;12/01/2020;02:00;5389
Occitanie;Données définitives;12/01/2020;02:30;5353
Occitanie;Données définitives;12/01/2020;03:00;5261
