Périmètre;Nature;Date;Heures;Consommation
Ile-de-France;Données définitives;01/01/2018;00:00;8363
Ile-de-France;Données définitives;01/01/2018;00:30;8432
Ile-de-France;Données définitives;01/01/2018;01:00;8116
Ile-de-France;Données définitives;01/01/2018;01:30;7897
Ile-de-France;Données définitives;01/01/2018;02:00;7701
Ile-de-France;Données définitives;01/01/2018;02:30;7649
Ile-de-France;Données définitives;01/01/2018;03:00;7383
Ile-de-France;Données définitives;01/01/2018;03:30;7227
Ile-de-France;Données définitives;01/01/2018;04:00;7095
Ile-de-France;Données définitives;01/01/2018;04:30;7004
Ile-de-France;Données définitives;01/01/2018;05:00;6969
Ile-de-France;Données définitives;01/01/2018;05:30;7091
Ile-de-France;Données définitives;01/01/2018;06:00;7010
Ile-de-France;Données définitives;01/01/2018;06:30;7222
Ile-de-France;Données définitives;01/01/2018;07:00;7277
Ile-de-France;Données définitives;01/01/2018;07:30;7371
Ile-de-France;Données définitives;01/01/2018;08:00;7380
Ile-de-France;Données définitives;01/01/2018;08:30;7297
Ile-de-France;Données définitives;01/01/2018;09:00;7277
Ile-de-France;Données définitives;01/01/2018;09:30;7424
Ile-de-France;Données définitives;01/01/2018;10:00;7612
Ile-de-France;Données définitives;01/01/2018;10:30;7877
Ile-de-France;Données définitives;01/01/2018;11:00;8264
Ile-de-France;Données définitives;01/01/2018;11:30;8627
Ile-de-France;Données définitives;01/01/2018;12:00;8876
Ile-de-France;Données définitives;01/01/2018;12:30;8967
Ile-de-France;Données définitives;01/01/2018;13:00;8988
Ile-de-France;Données définitives;01/01/2018;13:30;8969
Ile-de-France;Données définitives;01/01/2018;14:00;8854
Ile-de-France;Données définitives;01/01/2018;14:30;8909
Ile-de-France;Données définitives;01/01/2018;15:00;8744
Ile-de-France;Données définitives;01/01/2018;15:30;8637
Ile-de-France;Données définitives;01/01/2018;16:00;8701
Ile-de-France;Données définitives;01/01/2018;16:30;8757
Ile-de-France;Données définitives;01/01/2018;17:00;8777
Ile-de-France;Données définitives;01/01/2018;17:30;9075
Ile-de-France;Données définitives;01/01/2018;18:00;9328
Ile-de-France;Données définitives;01/01/2018;18:30;9500
Ile-de-France;Données définitives;01/01/2018;19:00;9676
Ile-de-France;Données définitives;01/01/2018;19:30;9775
Ile-de-France;Données définitives;01/01/2018;20:00;9668
Ile-de-France;Données définitives;01/01/2018;20:30;9469
Ile-de-France;Données définitives;01/01/2018;21:00;9332
Ile-de-France;Données définitives;01/01/2018;21:30;9003
Ile-de-France;Données définitives;01/01/2018;22:00;8677
Ile-de-France;Données définitives;01/01/2018;22:30;8804
Ile-de-France;Données définitives;01/01/2018;23:00;9397
Ile-de-France;Données définitives;01/01/2018;23:30;9075
Ile-de-France;Données définitives;02/01/2018;00:00;8780
Ile-de-France;Données définitives;02/01/2018;00:30;8597
Ile-de-France;Données définitives;02/01/2018;01:00;8091
Ile-de-France;Données définitives;02/01/2018;01:30;7743
Ile-de-France;Données définitives;02/01/2018;02:00;7513
Ile-de-France;Données définitives;02/01/2018;02:30;7387
Ile-de-France;Données définitives;02/01/2018;03:00;7233
Ile-de-France;Données définitives;02/01/2018;03:30;7142
Ile-de-France;Données définitives;02/01/2018;04:00;7129
Ile-de-France;Données définitives;02/01/2018;04:30;7168
Ile-de-France;Données définitives;02/01/2018;05:00;7212
Ile-de-France;Données définitives;02/01/2018;05:30;7571
Ile-de-France;Données définitives;02/01/2018;06:00;7743
Ile-de-France;Données définitives;02/01/2018;06:30;8334
Ile-de-France;Données définitives;02/01/2018;07:00;8741
Ile-de-France;Données définitives;02/01/2018;07:30;9251
Ile-de-France;Données définitives;02/01/2018;08:00;9669
Ile-de-France;Données définitives;02/01/2018;08:30;9829
Ile-de-France;Données définitives;02/01/2018;09:00;10032
Ile-de-France;Données définitives;02/01/2018;09:30;10254
Ile-de-France;Données définitives;02/01/2018;10:00;10449
Ile-de-France;Données définitives;02/01/2018;10:30;10533
Ile-de-France;Données définitives;02/01/2018;11:00;10590
Ile-de-France;Données définitives;02/01/2018;11:30;10732
Ile-de-France;Données définitives;02/01/2018;12:00;10788
Ile-de-France;Données définitives;02/01/2018;12:30;10776
Ile-de-France;Données définitives;02/01/2018;13:00;10794
Ile-de-France;Données définitives;02/01/2018;13:30;10623
Ile-de-France;Données définitives;02/01/2018;14:00;10524
Ile-de-France;Données définitives;02/01/2018;14:30;10585
Ile-de-France;Données définitives;02/01/2018;15:00;10367
Ile-de-France;Données définitives;02/01/2018;15:30;10226
Ile-de-France;Données définitives;02/01/2018;16:00;10280
Ile-de-France;Données définitives;02/01/2018;16:30;10308
Ile-de-France;Données définitives;02/01/2018;17:00;10415
Ile-de-France;Données définitives;02/01/2018;17:30;10655
Ile-de-France;Données définitives;02/01/2018;18:00;10702
Ile-de-France;Données définitives;02/01/2018;18:30;10807
Ile-de-France;Données définitives;02/01/2018;19:00;10871
Ile-de-France;Données définitives;02/01/2018;19:30;10907
Ile-de-France;Données définitives;02/01/2018;20:00;10565
Ile-de-France;Données définitives;02/01/2018;20:30;10165
Ile-de-France;Données définitives;02/01/2018;21:00;9801
Ile-de-France;Données définitives;02/01/2018;21:30;9213
Ile-de-France;Données définitives;02/01/2018;22:00;8925
Ile-de-France;Données définitives;02/01/2018;22:30;8881
Ile-de-France;Données définitives;02/01/2018;23:00;9362
Ile-de-France;Données définitives;02/01/2018;23:30;8975
Ile-de-France;Données définitives;03/01/2018;00:00;8646
Ile-de-France;Données définitives;03/01/2018;00:30;8372
Ile-de-France;Données définitives;03/01/2018;01:00;7960
Ile-de-France;Données définitives;03/01/2018;01:30;7496
Ile-de-France;Données définitives;03/01/2018;02:00;7238
Ile-de-France;Données définitives;03/01/2018;02:30;7080
Ile-de-France;Données définitives;03/01/2018;03:00;6819
Ile-de-France;Données définitives;03/01/2018;03:30;6729
Ile-de-France;Données définitives;03/01/2018;04:00;6642
Ile-de-France;Données définitives;03/01/2018;04:30;6615
Ile-de-France;Données définitives;03/01/2018;05:00;6715
Ile-de-France;Données définitives;03/01/2018;05:30;7081
Ile-de-France;Données définitives;03/01/2018;06:00;7306
Ile-de-France;Données définitives;03/01/2018;06:30;7860
Ile-de-France;Données définitives;03/01/2018;07:00;8412
Ile-de-France;Données définitives;03/01/2018;07:30;8787
Ile-de-France;Données définitives;03/01/2018;08:00;9258
Ile-de-France;Données définitives;03/01/2018;08:30;9672
Ile-de-France;Données définitives;03/01/2018;09:00;9773
Ile-de-France;Données définitives;03/01/2018;09:30;9885
Ile-de-France;Données définitives;03/01/2018;10:00;10048
Ile-de-France;Données définitives;03/01/2018;10:30;10261
Ile-de-France;Données définitives;03/01/2018;11:00;10320
Ile-de-France;Données définitives;03/01/2018;11:30;10314
Ile-de-France;Données définitives;03/01/2018;12:00;10334
Ile-de-France;Données définitives;03/01/2018;12:30;10284
Ile-de-France;Données définitives;03/01/2018;13:00;10401
Ile-de-France;Données définitives;03/01/2018;13:30;10344
Ile-de-France;Données définitives;03/01/2018;14:00;10035
Ile-de-France;Données définitives;03/01/2018;14:30;10184
Ile-de-France;Données définitives;03/01/2018;15:00;10048
Ile-de-France;Données définitives;03/01/2018;15:30;9934
Ile-de-France;Données définitives;03/01/2018;16:00;9863
Ile-de-France;Données définitives;03/01/2018;16:30;9844
Ile-de-France;Données définitives;03/01/2018;17:00;10014
Ile-de-France;Données définitives;03/01/2018;17:30;10395
Ile-de-France;Données définitives;03/01/2018;18:00;10688
Ile-de-France;Données définitives;03/01/2018;18:30;10755
Ile-de-France;Données définitives;03/01/2018;19:00;10933
Ile-de-France;Données définitives;03/01/2018;19:30;10989
Ile-de-France;Données définitives;03/01/2018;20:00;10833
Ile-de-France;Données définitives;03/01/2018;20:30;10413
Ile-de-France;Données définitives;03/01/2018;21:00;9999
Ile-de-France;Données définitives;03/01/2018;21:30;9590
Ile-de-France;Données définitives;03/01/2018;22:00;9157
Ile-de-France;Données définitives;03/01/2018;22:30;9167
Ile-de-France;Données définitives;03/01/2018;23:00;9721
Ile-de-France;Données définitives;03/01/2018;23:30;9356
Ile-de-France;Données définitives;04/01/2018;00:00;9059
Ile-de-France;Données définitives;04/01/2018;00:30;8859
Ile-de-France;Données définitives;04/01/2018;01:00;8249
Ile-de-France;Données définitives;04/01/2018;01:30;7891
Ile-de-France;Données définitives;04/01/2018;02:00;7594
Ile-de-France;Données définitives;04/01/2018;02:30;7569
Ile-de-France;Données définitives;04/01/2018;03:00;7232
Ile-de-France;Données définitives;04/01/2018;03:30;7168
Ile-de-France;Données définitives;04/01/2018;04:00;7048
Ile-de-France;Données définitives;04/01/2018;04:30;7005
Ile-de-France;Données définitives;04/01/2018;05:00;7035
Ile-de-France;Données définitives;04/01/2018;05:30;7255
Ile-de-France;Données définitives;04/01/2018;06:00;7477
Ile-de-France;Données définitives;04/01/2018;06:30;8033
Ile-de-France;Données définitives;04/01/2018;07:00;8396
Ile-de-France;Données définitives;04/01/2018;07:30;8808
Ile-de-France;Données définitives;04/01/2018;08:00;9278
Ile-de-France;Données définitives;04/01/2018;08:30;9544
Ile-de-France;Données définitives;04/01/2018;09:00;9650
Ile-de-France;Données définitives;04/01/2018;09:30;9720
Ile-de-France;Données définitives;04/01/2018;10:00;9843
Ile-de-France;Données définitives;04/01/2018;10:30;9868
Ile-de-France;Données définitives;04/01/2018;11:00;9932
Ile-de-France;Données définitives;04/01/2018;11:30;9907
Ile-de-France;Données définitives;04/01/2018;12:00;9982
Ile-de-France;Données définitives;04/01/2018;12:30;10037
Ile-de-France;Données définitives;04/01/2018;13:00;9970
Ile-de-France;Données définitives;04/01/2018;13:30;9844
Ile-de-France;Données définitives;04/01/2018;14:00;9755
Ile-de-France;Données définitives;04/01/2018;14:30;9758
Ile-de-France;Données définitives;04/01/2018;15:00;9548
Ile-de-France;Données définitives;04/01/2018;15:30;9438
Ile-de-France;Données définitives;04/01/2018;16:00;9313
Ile-de-France;Données définitives;04/01/2018;16:30;9475
Ile-de-France;Données définitives;04/01/2018;17:00;9615
Ile-de-France;Données définitives;04/01/2018;17:30;9909
Ile-de-France;Données définitives;04/01/2018;18:00;10145
Ile-de-France;Données définitives;04/01/2018;18:30;10253
Ile-de-France;Données définitives;04/01/2018;19:00;10434
Ile-de-France;Données définitives;04/01/2018;19:30;10393
Ile-de-France;Données définitives;04/01/2018;20:00;10260
Ile-de-France;Données définitives;04/01/2018;20:30;9804
Ile-de-France;Données définitives;04/01/2018;21:00;9482
