Périmètre;Nature;Date;Heures;Consommation
Ile-de-France;Données définitives;01/01/2016;00:00;8885
Ile-de-France;Données définitives;01/01/2016;00:30;8709
Ile-de-France;Données définitives;01/01/2016;01:00;8343
Ile-de-France;Données définitives;01/01/2016;01:30;8041
Ile-de-France;Données définitives;01/01/2016;02:00;7758
Ile-de-France;Données définitives;01/01/2016;02:30;7715
Ile-de-France;Données définitives;01/01/2016;03:00;7474
Ile-de-France;Données définitives;01/01/2016;03:30;7252
Ile-de-France;Données définitives;01/01/2016;04:00;7174
Ile-de-France;Données définitives;01/01/2016;04:30;7150
Ile-de-France;Données définitives;01/01/2016;05:00;7137
Ile-de-France;Données définitives;01/01/2016;05:30;7235
Ile-de-France;Données définitives;01/01/2016;06:00;7233
Ile-de-France;Données définitives;01/01/2016;06:30;7300
Ile-de-France;Données définitives;01/01/2016;07:00;7348
Ile-de-France;Données définitives;01/01/2016;07:30;7433
Ile-de-France;Données définitives;01/01/2016;08:00;7452
Ile-de-France;Données définitives;01/01/2016;08:30;7543
Ile-de-France;Données définitives;01/01/2016;09:00;7479
Ile-de-France;Données définitives;01/01/2016;09:30;7585
Ile-de-France;Données définitives;01/01/2016;10:00;7746
Ile-de-France;Données définitives;01/01/2016;10:30;8011
Ile-de-France;Données définitives;01/01/2016;11:00;8197
Ile-de-France;Données définitives;01/01/2016;11:30;8424
Ile-de-France;Données définitives;01/01/2016;12:00;8578
Ile-de-France;Données définitives;01/01/2016;12:30;8798
Ile-de-France;Données définitives;01/01/2016;13:00;8856
Ile-de-France;Données définitives;01/01/2016;13:30;8847
Ile-de-France;Données définitives;01/01/2016;14:00;8652
Ile-de-France;Données définitives;01/01/2016;14:30;8766
Ile-de-France;Données définitives;01/01/2016;15:00;8608
Ile-de-France;Données définitives;01/01/2016;15:30;8541
Ile-de-France;Données définitives;01/01/2016;16:00;8474
Ile-de-France;Données définitives;01/01/2016;16:30;8480
Ile-de-France;Données définitives;01/01/2016;17:00;8640
Ile-de-France;Données définitives;01/01/2016;17:30;8989
Ile-de-France;Données définitives;01/01/2016;18:00;9201
Ile-de-France;Données définitives;01/01/2016;18:30;9336
Ile-de-France;Données définitives;01/01/2016;19:00;9499
Ile-de-France;Données définitives;01/01/2016;19:30;9572
Ile-de-France;Données définitives;01/01/2016;20:00;9535
Ile-de-France;Données définitives;01/01/2016;20:30;9337
Ile-de-France;Données définitives;01/01/2016;21:00;9162
Ile-de-France;Données définitives;01/01/2016;21:30;8819
Ile-de-France;Données définitives;01/01/2016;22:00;8625
Ile-de-France;Données définitives;01/01/2016;22:30;8813
Ile-de-France;Données définitives;01/01/2016;23:00;9327
Ile-de-France;Données définitives;01/01/2016;23:30;9105
Ile-de-France;Données définitives;02/01/2016;00:00;8843
Ile-de-France;Données définitives;02/01/2016;00:30;8628
Ile-de-France;Données définitives;02/01/2016;01:00;8036
Ile-de-France;Données définitives;02/01/2016;01:30;7724
Ile-de-France;Données définitives;02/01/2016;02:00;7333
Ile-de-France;Données définitives;02/01/2016;02:30;7246
Ile-de-France;Données définitives;02/01/2016;03:00;7051
Ile-de-France;Données définitives;02/01/2016;03:30;6885
Ile-de-France;Données définitives;02/01/2016;04:00;6751
Ile-de-France;Données définitives;02/01/2016;04:30;6721
Ile-de-France;Données définitives;02/01/2016;05:00;6743
Ile-de-France;Données définitives;02/01/2016;05:30;6924
Ile-de-France;Données définitives;02/01/2016;06:00;6928
Ile-de-France;Données définitives;02/01/2016;06:30;7057
Ile-de-France;Données définitives;02/01/2016;07:00;7138
Ile-de-France;Données définitives;02/01/2016;07:30;7405
Ile-de-France;Données définitives;02/01/2016;08:00;7553
Ile-de-France;Données définitives;02/01/2016;08:30;7735
Ile-de-France;Données définitives;02/01/2016;09:00;7780
Ile-de-France;Données définitives;02/01/2016;09:30;8102
Ile-de-France;Données définitives;02/01/2016;10:00;8350
Ile-de-France;Données définitives;02/01/2016;10:30;8580
Ile-de-France;Données définitives;02/01/2016;11:00;8716
Ile-de-France;Données définitives;02/01/2016;11:30;8826
Ile-de-France;Données définitives;02/01/2016;12:00;8977
Ile-de-France;Données définitives;02/01/2016;12:30;9060
Ile-de-France;Données définitives;02/01/2016;13:00;9083
Ile-de-France;Données définitives;02/01/2016;13:30;9036
Ile-de-France;Données définitives;02/01/2016;14:00;8883
Ile-de-France;Données définitives;02/01/2016;14:30;9039
Ile-de-France;Données définitives;02/01/2016;15:00;8887
Ile-de-France;Données définitives;02/01/2016;15:30;8858
Ile-de-France;Données définitives;02/01/2016;16:00;8827
Ile-de-France;Données définitives;02/01/2016;16:30;8926
Ile-de-France;Données définitives;02/01/2016;17:00;8975
Ile-de-France;Données définitives;02/01/2016;17:30;9392
Ile-de-France;Données définitives;02/01/2016;18:00;9542
Ile-de-France;Données définitives;02/01/2016;18:30;9715
Ile-de-France;Données définitives;02/01/2016;19:00;9876
Ile-de-France;Données définitives;02/01/2016;19:30;9849
Ile-de-France;Données définitives;02/01/2016;20:00;9819
Ile-de-France;Données définitives;02/01/2016;20:30;9587
Ile-de-France;Données définitives;02/01/2016;21:00;9326
Ile-de-France;Données définitives;02/01/2016;21:30;9004
Ile-de-France;Données définitives;02/01/2016;22:00;8739
Ile-de-France;Données définitives;02/01/2016;22:30;8872
Ile-de-France;Données définitives;02/01/2016;23:00;9509
Ile-de-France;Données définitives;02/01/2016;23:30;9316
Ile-de-France;Données définitives;03/01/2016;00:00;9020
Ile-de-France;Données définitives;03/01/2016;00:30;8830
Ile-de-France;Données définitives;03/01/2016;01:00;8264
Ile-de-France;Données définitives;03/01/2016;01:30;7918
Ile-de-France;Données définitives;03/01/2016;02:00;7639
Ile-de-France;Données définitives;03/01/2016;02:30;7617
Ile-de-France;Données définitives;03/01/2016;03:00;7211
Ile-de-France;Données définitives;03/01/2016;03:30;7097
Ile-de-France;Données définitives;03/01/2016;04:00;6903
Ile-de-France;Données définitives;03/01/2016;04:30;6947
Ile-de-France;Données définitives;03/01/2016;05:00;6981
Ile-de-France;Données définitives;03/01/2016;05:30;7033
Ile-de-France;Données définitives;03/01/2016;06:00;7103
Ile-de-France;Données définitives;03/01/2016;06:30;7246
Ile-de-France;Données définitives;03/01/2016;07:00;7176
Ile-de-France;Données définitives;03/01/2016;07:30;7391
Ile-de-France;Données définitives;03/01/2016;08:00;7528
Ile-de-France;Données définitives;03/01/2016;08:30;7706
Ile-de-France;Données définitives;03/01/2016;09:00;7844
Ile-de-France;Données définitives;03/01/2016;09:30;8137
Ile-de-France;Données définitives;03/01/2016;10:00;8421
Ile-de-France;Données définitives;03/01/2016;10:30;8659
Ile-de-France;Données définitives;03/01/2016;11:00;8939
Ile-de-France;Données définitives;03/01/2016;11:30;9089
Ile-de-France;Données définitives;03/01/2016;12:00;9386
Ile-de-France;Données définitives;03/01/2016;12:30;9678
Ile-de-France;Données définitives;03/01/2016;13:00;9638
Ile-de-France;Données définitives;03/01/2016;13:30;9543
Ile-de-France;Données définitives;03/01/2016;14:00;9357
Ile-de-France;Données définitives;03/01/2016;14:30;9550
Ile-de-France;Données définitives;03/01/2016;15:00;9446
Ile-de-France;Données définitives;03/01/2016;15:30;9379
Ile-de-France;Données définitives;03/01/2016;16:00;9485
Ile-de-France;Données définitives;03/01/2016;16:30;9537
Ile-de-France;Données définitives;03/01/2016;17:00;9628
Ile-de-France;Données définitives;03/01/2016;17:30;10045
Ile-de-France;Données définitives;03/01/2016;18:00;10189
Ile-de-France;Données définitives;03/01/2016;18:30;10369
Ile-de-France;Données définitives;03/01/2016;19:00;10570
Ile-de-France;Données définitives;03/01/2016;19:30;10589
Ile-de-France;Données définitives;03/01/2016;20:00;10496
Ile-de-France;Données définitives;03/01/2016;20:30;10190
Ile-de-France;Données définitives;03/01/2016;21:00;9952
Ile-de-France;Données définitives;03/01/2016;21:30;9517
Ile-de-France;Données définitives;03/01/2016;22:00;9197
Ile-de-France;Données définitives;03/01/2016;22:30;9236
Ile-de-France;Données définitives;03/01/2016;23:00;9802
Ile-de-France;Données définitives;03/01/2016;23:30;9455
Ile-de-France;Données définitives;04/01/2016;00:00;9182
Ile-de-France;Données définitives;04/01/2016;00:30;8759
Ile-de-France;Données définitives;04/01/2016;01:00;8437
Ile-de-France;Données définitives;04/01/2016;01:30;7966
Ile-de-France;Données définitives;04/01/2016;02:00;7666
Ile-de-France;Données définitives;04/01/2016;02:30;7581
Ile-de-France;Données définitives;04/01/2016;03:00;7435
Ile-de-France;Données définitives;04/01/2016;03:30;7221
Ile-de-France;Données définitives;04/01/2016;04:00;7118
Ile-de-France;Données définitives;04/01/2016;04:30;7244
Ile-de-France;Données définitives;04/01/2016;05:00;7324
Ile-de-France;Données définitives;04/01/2016;05:30;7746
Ile-de-France;Données définitives;04/01/2016;06:00;8090
Ile-de-France;Données définitives;04/01/2016;06:30;8758
Ile-de-France;Données définitives;04/01/2016;07:00;9343
