PÈrimËtre;Nature;Date;Heures;Consommation;Thermique;NuclÈaire;Eolien;Solaire;Hydraulique;Pompage;BioÈnergies;Ech. physiques
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;00:00;3653;165;-;647;0;3;-;48;2789
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;00:30;3616;172;-;639;0;3;-;49;2753
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;01:00;3449;172;-;639;0;3;-;49;2586
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;01:30;3406;173;-;615;0;3;-;49;2566
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;02:00;3462;175;-;593;0;3;-;48;2643
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;02:30;3269;172;-;585;0;3;-;49;2461
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;03:00;3097;172;-;576;0;3;-;48;2297
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;03:30;2987;173;-;577;0;3;-;49;2184
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;04:00;2884;173;-;564;0;3;-;48;2095
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;04:30;2830;174;-;522;0;3;-;46;2084
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;05:00;2770;174;-;539;0;3;-;47;2007
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;05:30;2780;173;-;558;0;3;-;47;2000
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;06:00;2794;174;-;575;0;3;-;48;1994
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;06:30;2873;171;-;583;0;3;-;48;2068
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;07:00;2833;170;-;617;0;3;-;46;1997
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;07:30;2870;163;-;665;0;3;-;46;1992
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;08:00;2899;164;-;686;0;3;-;47;1999
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;08:30;2888;170;-;699;0;3;-;47;1968
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;09:00;2855;170;-;666;0;3;-;47;1969
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;09:30;2845;170;-;545;0;3;-;48;2080
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;10:00;2873;161;-;549;2;3;-;48;2109
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;10:30;2921;163;-;483;5;3;-;48;2221
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;11:00;2968;166;-;531;7;3;-;44;2217
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;11:30;3014;139;-;517;11;3;-;42;2303
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;12:00;3116;154;-;586;12;3;-;41;2321
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;12:30;3158;160;-;619;22;3;-;45;2309
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;13:00;3265;162;-;608;33;3;-;45;2414
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;13:30;3107;157;-;621;52;3;-;45;2229
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;14:00;3008;162;-;611;59;3;-;46;2127
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;14:30;2863;165;-;614;49;3;-;47;1985
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;15:00;2809;165;-;604;51;3;-;48;1938
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;15:30;2856;167;-;591;50;3;-;49;1997
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;16:00;2816;168;-;628;34;3;-;48;1935
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;16:30;2823;168;-;609;21;3;-;48;1975
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;17:00;2867;166;-;594;8;3;-;47;2049
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;17:30;2990;166;-;574;0;3;-;47;2201
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;18:00;3219;165;-;570;0;3;-;47;2435
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;18:30;3355;160;-;560;0;3;-;48;2586
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;19:00;3430;159;-;533;0;3;-;47;2689
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;19:30;3481;162;-;521;0;2;-;47;2748
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;20:00;3442;164;-;531;0;2;-;46;2699
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;20:30;3378;166;-;521;0;2;-;47;2641
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;21:00;3318;167;-;500;0;2;-;46;2602
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;21:30;3205;167;-;493;0;2;-;47;2496
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;22:00;3113;167;-;475;0;2;-;48;2420
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;22:30;3226;167;-;401;0;2;-;49;2606
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;23:00;3724;172;-;369;0;2;-;48;3133
Pays-de-la-Loire;DonnÈes dÈfinitives;01/01/2018;23:30;3514;171;-;358;0;2;-;47;2935
Pays-de-la-Loire;DonnÈes dÈfinitives;02/01/2018;00:00;3558;171;-;347;0;2;-;46;2992
Pays-de-la-Loire;DonnÈes dÈfinitives;02/01/2018;00:30;3469;173;-;318;0;2;-;48;2928
Pays-de-la-Loire;DonnÈes dÈfinitives;02/01/2018;01:00;3254;172;-;311;0;2;-;47;2722
Pays-de-la-Loire;DonnÈes dÈfinitives;02/01/2018;01:30;3216;167;-;292;0;2;-;46;2709
Pays-de-la-Loire;DonnÈes dÈfinitives;02/01/2018;02:00;3279;167;-;245;0;2;-;47;2817
Pays-de-la-Loire;DonnÈes dÈfinitives;02/01/2018;02:30;3077;163;-;198;0;2;-;47;2666
Pays-de-la-Loire;DonnÈes dÈfinitives;02/01/2018;03:00;2919;168;-;160;0;2;-;47;2541
Pays-de-la-Loire;DonnÈes dÈfinitives;02/01/2018;03:30;2841;163;-;152;0;2;-;46;2478
